,Month,Year,Predicted Price
0,5,2017,50.59844999999966
1,6,2017,50.84963999999984
2,7,2017,50.573479999999925
3,8,2017,48.54405000000009
4,9,2017,48.620120000000014
5,10,2017,49.87337999999975
